patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,cluster,tier
15.10,11,MasterYi,2,1,50.0,7.143,10.714,1,C
15.10,25,Morgana,2,1,50.0,7.143,60.714,1,C
15.10,111,Nautilus,2,0,0.0,7.143,3.571,1,C
15.10,895,Nilah,2,1,50.0,7.143,0.0,2,A
15.10,80,Pantheon,2,1,50.0,7.143,7.143,1,C
15.10,360,Samira,2,1,50.0,7.143,7.143,1,C
15.10,147,Seraphine,2,0,0.0,7.143,3.571,1,C
15.10,35,Shaco,2,1,50.0,7.143,28.571,1,C
15.10,37,Sona,2,2,100.0,7.143,3.571,0,S
15.10,498,Xayah,2,1,50.0,7.143,0.0,2,A
15.10,101,Xerath,2,1,50.0,7.143,10.714,1,C
15.10,154,Zac,2,1,50.0,7.143,0.0,2,A
15.10,238,Zed,2,1,50.0,7.143,7.143,1,C
15.10,266,Aatrox,1,1,100.0,3.571,10.714,0,S
15.10,103,Ahri,1,1,100.0,3.571,14.286,0,S
15.10,12,Alistar,1,0,0.0,3.571,0.0,4,D
15.10,1,Annie,1,1,100.0,3.571,3.571,0,S
15.10,523,Aphelios,1,1,100.0,3.571,7.143,0,S
15.10,63,Brand,1,0,0.0,3.571,7.143,1,C
15.10,201,Braum,1,1,100.0,3.571,3.571,0,S
15.10,122,Darius,1,0,0.0,3.571,17.857,1,C
15.10,131,Diana,1,1,100.0,3.571,21.429,0,S
15.10,36,DrMundo,1,0,0.0,3.571,0.0,4,D
15.10,28,Evelynn,1,0,0.0,3.571,0.0,4,D
15.10,9,FiddleSticks,1,0,0.0,3.571,7.143,1,C
15.10,114,Fiora,1,1,100.0,3.571,0.0,0,S
15.10,150,Gnar,1,0,0.0,3.571,0.0,4,D
15.10,39,Irelia,1,1,100.0,3.571,7.143,0,S
15.10,40,Janna,1,1,100.0,3.571,0.0,0,S
15.10,24,Jax,1,0,0.0,3.571,0.0,4,D
15.10,126,Jayce,1,1,100.0,3.571,0.0,0,S
15.10,222,Jinx,1,0,0.0,3.571,7.143,1,C
15.10,897,KSante,1,1,100.0,3.571,0.0,0,S
15.10,7,Leblanc,1,0,0.0,3.571,0.0,4,D
15.10,64,LeeSin,1,1,100.0,3.571,0.0,0,S
15.10,876,Lillia,1,0,0.0,3.571,14.286,1,C
15.10,127,Lissandra,1,1,100.0,3.571,0.0,0,S
15.10,117,Lulu,1,1,100.0,3.571,7.143,0,S
15.10,54,Malphite,1,0,0.0,3.571,21.429,1,C
15.10,90,Malzahar,1,0,0.0,3.571,21.429,1,C
15.10,902,Milio,1,0,0.0,3.571,0.0,4,D
15.10,62,MonkeyKing,1,0,0.0,3.571,0.0,4,D
15.10,82,Mordekaiser,1,1,100.0,3.571,14.286,0,S
15.10,76,Nidalee,1,0,0.0,3.571,0.0,4,D
15.10,20,Nunu,1,1,100.0,3.571,0.0,0,S
15.10,61,Orianna,1,1,100.0,3.571,0.0,0,S
15.10,78,Poppy,1,1,100.0,3.571,0.0,0,S
15.10,497,Rakan,1,1,100.0,3.571,0.0,0,S
15.10,888,Renata,1,0,0.0,3.571,0.0,4,D
15.10,58,Renekton,1,1,100.0,3.571,3.571,0,S
15.10,107,Rengar,1,0,0.0,3.571,3.571,1,C
15.10,27,Singed,1,1,100.0,3.571,0.0,0,S
15.10,14,Sion,1,0,0.0,3.571,3.571,1,C
15.10,901,Smolder,1,1,100.0,3.571,0.0,0,S
15.10,16,Soraka,1,1,100.0,3.571,3.571,0,S
15.10,134,Syndra,1,1,100.0,3.571,3.571,0,S
15.10,44,Taric,1,1,100.0,3.571,0.0,0,S
15.10,254,Vi,1,0,0.0,3.571,0.0,4,D
15.10,8,Vladimir,1,1,100.0,3.571,10.714,0,S
15.10,5,XinZhao,1,1,100.0,3.571,0.0,0,S
15.10,83,Yorick,1,0,0.0,3.571,25.0,1,C
15.10,26,Zilean,1,0,0.0,3.571,0.0,4,D
15.10,142,Zoe,1,0,0.0,3.571,0.0,4,D
