patch,champion,win_rate,pick_rate,ban_rate,rank
15.15,Vel'Koz,51.24,2.82,1.35,63
15.15,Lucian,49.16,9.67,7.79,64
15.15,Aurelion Sol,50.97,2.2,0.96,65
15.15,Olaf,50.27,1.6,1.04,66
15.15,Jhin,49.95,15.84,3.7,67
15.15,Hwei,50.39,3.78,2.54,68
15.15,Braum,50.61,4.61,4.39,69
15.15,Samira,50.43,5.35,9.37,70
15.15,Vladimir,50.46,3.37,7.06,71
15.15,Karma,49.88,5.85,3.22,72
15.15,Draven,48.39,2.99,10.51,73
15.15,Kha'Zix,49.89,5.52,3.34,74
15.15,Corki,47.82,1.5,0.34,75
15.15,Taric,52.28,1.22,0.24,76
15.15,Naafiri,49.54,2.35,5.42,77
15.15,Tristana,49.59,6.53,3.95,78
15.15,Elise,49.46,1.69,1.31,79
15.15,Garen,50.96,6.4,3.81,80
15.15,Nidalee,47.72,2.68,1.04,81
15.15,Xerath,50.52,3.85,8.61,82
15.15,Lissandra,50.59,2.38,1.25,83
15.15,Yunara,48.92,15.39,26.36,84
15.15,Ashe,50.48,8.88,2.86,85
15.15,Amumu,51.56,4.2,2.93,86
15.15,Lux,50.06,11.64,14.79,87
15.15,Cho'Gath,51.11,3.83,1.63,88
15.15,Fizz,51.35,4.81,7.85,89
15.15,Kalista,45.95,0.87,0.27,90
15.15,Lillia,49.87,3.45,2.58,91
15.15,Xayah,49.53,4.18,0.7,92
15.15,Kled,50.84,2.15,1.18,93
15.15,Alistar,48.82,3.94,1.72,94
15.15,Jax,49.97,6.9,6.75,95
15.15,Hecarim,48.36,2.95,1.66,96
15.15,Fiddlesticks,50.25,2.52,1.41,97
15.15,Rakan,49.19,3.85,0.45,98
15.15,Pantheon,48.44,4.35,7.86,99
15.15,Ezreal,47.19,10.31,3.29,100
15.15,Kennen,49.57,1.98,1.38,101
15.15,Nunu & Willump,49.43,2.39,0.58,102
15.15,Akali,50.1,7.7,12.08,103
15.15,Varus,47.53,4.99,1.39,104
15.15,Neeko,49.0,3.36,1.94,105
15.15,Veigar,51.63,5.76,2.95,106
15.15,Shaco,48.86,6.11,39.93,107
15.15,Caitlyn,49.46,15.18,18.86,108
15.15,Ambessa,48.67,3.5,4.8,109
15.15,Evelynn,49.38,2.69,2.38,110
15.15,Nautilus,49.27,9.41,12.9,111
15.15,Brand,50.57,3.33,3.84,112
15.15,Nasus,51.04,4.28,4.67,113
15.15,Renekton,50.02,5.52,3.74,114
15.15,Tryndamere,49.9,2.7,2.16,115
15.15,Karthus,47.99,1.42,0.75,116
15.15,Graves,48.91,4.13,2.28,117
15.15,Malzahar,52.16,7.57,15.69,118
15.15,Shyvana,50.14,1.59,0.36,119
15.15,Senna,48.18,4.12,2.3,120
15.15,Orianna,48.85,5.01,1.06,121
15.15,Zac,48.84,2.57,1.25,122
15.15,Swain,49.89,3.81,2.94,123
15.15,Zoe,49.35,2.75,3.37,124
15.15,Kindred,48.82,2.93,1.63,125
15.15,Lee Sin,48.05,10.14,10.72,126
15.15,Syndra,50.18,4.04,2.76,127
15.15,Udyr,49.14,2.04,1.31,128
15.15,Renata Glasc,50.12,1.17,0.21,129
15.15,Zed,48.53,7.13,26.25,130
15.15,Pyke,48.82,6.18,16.75,131
15.15,Gwen,47.32,3.54,4.31,132
15.15,Malphite,51.54,6.06,9.43,133
15.15,Kayn,49.89,9.26,8.3,134
15.15,Rek'Sai,47.21,1.28,0.53,135
15.15,Taliyah,48.17,1.84,0.37,136
15.15,Ryze,49.64,2.99,0.54,137
15.15,Blitzcrank,49.4,5.71,15.92,138
15.15,K'Sante,46.62,3.29,1.82,139
15.15,Tahm Kench,49.19,3.06,2.92,140
15.15,Twisted Fate,49.6,4.46,1.98,141
15.15,Camille,49.06,2.16,0.82,142
15.15,Rumble,46.8,1.43,0.42,143
15.15,Rengar,45.72,2.34,1.89,144
15.15,Aurora,49.22,3.96,4.6,145
15.15,Qiyana,47.83,1.81,0.49,146
15.15,Skarner,43.8,0.69,0.33,147
15.15,Aatrox,48.91,7.4,9.33,148
15.15,Katarina,49.09,5.92,6.95,149
15.15,Vi,47.97,4.12,1.15,150
15.15,Seraphine,49.28,5.06,1.3,151
15.15,Sejuani,48.46,2.3,0.39,152
15.15,Yasuo,49.95,9.8,22.08,153
15.15,Kassadin,49.85,1.87,1.17,154
15.15,Riven,48.36,3.06,1.28,155
15.15,Jayce,47.59,2.82,2.47,156
15.15,LeBlanc,49.77,4.7,17.24,157
15.15,Gragas,48.73,2.35,0.89,158
15.15,Viktor,50.14,4.91,3.04,159
15.15,Yuumi,48.71,5.59,6.45,160
15.15,Sylas,49.2,8.59,9.28,161
15.15,Gangplank,49.04,3.17,2.14,162
15.15,Akshan,49.29,1.99,1.96,163
15.15,Darius,49.08,7.97,17.89,164
15.15,Ahri,49.24,10.33,3.37,165
15.15,Cassiopeia,49.73,1.24,1.12,166
15.15,Azir,47.52,3.47,0.71,167
15.15,Illaoi,49.46,2.92,7.89,168
15.15,Yone,48.02,6.83,6.56,169
15.15,Gnar,48.13,2.34,0.66,170
15.15,Mel,48.53,5.57,28.89,171
