patch,champion,win_rate,pick_rate,ban_rate,rank
15.13,Tahm Kench,49.54,3.3,3.18,161
15.13,Zed,48.59,7.49,25.94,162
15.13,Mel,48.55,5.95,32.6,163
15.13,Katarina,49.25,5.74,6.18,164
15.13,Tryndamere,49.11,2.61,2.11,165
15.13,Qiyana,47.32,1.89,0.47,166
15.13,Gnar,48.51,2.55,0.71,167
15.13,Kassadin,49.35,1.78,1.09,168
15.13,Ryze,48.75,2.71,0.5,169
15.13,Azir,45.84,2.42,0.54,170
