patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,rank
15.2,77,Udyr,2,2,100.0,9.524,4.762,1
15.2,106,Volibear,2,2,100.0,9.524,4.762,1
15.2,19,Warwick,2,2,100.0,9.524,14.286,1
15.2,777,Yone,2,0,0.0,9.524,0.0,79
15.2,799,Ambessa,1,0,0.0,4.762,14.286,48
15.2,34,Anivia,1,0,0.0,4.762,0.0,10
15.2,136,AurelionSol,1,1,100.0,4.762,0.0,1
15.2,268,Azir,1,1,100.0,4.762,0.0,1
15.2,63,Brand,1,0,0.0,4.762,19.048,29
15.2,69,Cassiopeia,1,0,0.0,4.762,9.524,84
15.2,36,DrMundo,1,0,0.0,4.762,9.524,84
15.2,245,Ekko,1,0,0.0,4.762,0.0,10
15.2,81,Ezreal,1,0,0.0,4.762,19.048,29
15.2,9,FiddleSticks,1,0,0.0,4.762,0.0,10
15.2,105,Fizz,1,0,0.0,4.762,14.286,48
15.2,150,Gnar,1,1,100.0,4.762,0.0,1
15.2,104,Graves,1,1,100.0,4.762,0.0,1
15.2,120,Hecarim,1,0,0.0,4.762,4.762,11
15.2,420,Illaoi,1,1,100.0,4.762,33.333,15
15.2,59,JarvanIV,1,1,100.0,4.762,0.0,1
15.2,126,Jayce,1,1,100.0,4.762,0.0,1
15.2,897,KSante,1,0,0.0,4.762,0.0,10
15.2,145,Kaisa,1,0,0.0,4.762,4.762,11
15.2,43,Karma,1,0,0.0,4.762,4.762,11
15.2,141,Kayn,1,1,100.0,4.762,4.762,11
15.2,203,Kindred,1,1,100.0,4.762,0.0,1
15.2,96,KogMaw,1,1,100.0,4.762,0.0,1
15.2,7,Leblanc,1,0,0.0,4.762,9.524,84
15.2,64,LeeSin,1,0,0.0,4.762,0.0,10
15.2,117,Lulu,1,1,100.0,4.762,4.762,11
15.2,90,Malzahar,1,1,100.0,4.762,9.524,1
15.2,57,Maokai,1,1,100.0,4.762,4.762,11
15.2,895,Nilah,1,1,100.0,4.762,0.0,1
15.2,61,Orianna,1,1,100.0,4.762,0.0,1
15.2,555,Pyke,1,0,0.0,4.762,23.81,29
15.2,497,Rakan,1,0,0.0,4.762,0.0,10
15.2,888,Renata,1,1,100.0,4.762,0.0,1
15.2,107,Rengar,1,1,100.0,4.762,0.0,1
15.2,113,Sejuani,1,0,0.0,4.762,0.0,10
15.2,35,Shaco,1,1,100.0,4.762,38.095,15
15.2,14,Sion,1,1,100.0,4.762,4.762,11
15.2,901,Smolder,1,0,0.0,4.762,0.0,10
15.2,50,Swain,1,1,100.0,4.762,9.524,1
15.2,517,Sylas,1,0,0.0,4.762,0.0,10
15.2,134,Syndra,1,0,0.0,4.762,4.762,11
15.2,18,Tristana,1,1,100.0,4.762,4.762,11
15.2,48,Trundle,1,1,100.0,4.762,0.0,1
15.2,6,Urgot,1,0,0.0,4.762,4.762,11
15.2,67,Vayne,1,0,0.0,4.762,0.0,10
15.2,45,Veigar,1,0,0.0,4.762,4.762,11
15.2,161,Velkoz,1,0,0.0,4.762,0.0,10
15.2,498,Xayah,1,1,100.0,4.762,0.0,1
15.2,157,Yasuo,1,1,100.0,4.762,9.524,1
15.2,350,Yuumi,1,1,100.0,4.762,9.524,1
15.2,154,Zac,1,0,0.0,4.762,0.0,10
15.2,238,Zed,1,1,100.0,4.762,23.81,1
15.2,26,Zilean,1,0,0.0,4.762,4.762,11
