patch,champion,win_rate,pick_rate,ban_rate,rank
15.23,Corki,47.17,1.16,0.29,89
15.23,Maokai,51.2,1.92,0.29,90
15.23,Qiyana,45.63,2.68,3.56,91
15.23,Illaoi,51.67,3.07,7.53,92
15.23,Cho'Gath,50.19,3.57,1.78,93
15.23,Swain,50.26,4.09,2.59,94
15.23,Katarina,49.81,6.51,7.9,95
15.23,Nidalee,48.14,2.25,1.13,96
15.23,Ezreal,48.34,11.44,3.04,97
15.23,Rammus,52.38,1.83,4.54,98
15.23,Zeri,49.31,2.56,0.32,99
15.23,Mordekaiser,51.43,7.65,12.49,100
15.23,Rumble,48.53,1.65,0.5,101
15.23,Lulu,49.32,6.73,6.93,102
15.23,Caitlyn,49.13,16.84,20.84,103
15.23,Vladimir,49.99,2.89,5.61,104
15.23,Fiora,49.64,3.21,3.5,105
15.23,Kalista,46.69,1.48,0.35,106
15.23,Rell,49.44,2.67,0.9,107
15.23,Shaco,49.13,4.62,30.51,108
15.23,Riven,48.7,2.86,1.27,109
15.23,Samira,49.92,4.7,8.84,110
15.23,Neeko,48.5,4.25,2.74,111
15.23,Karthus,48.27,1.29,0.62,112
15.23,Renekton,49.8,4.63,2.89,113
15.23,Xin Zhao,49.96,3.92,1.64,114
15.23,Blitzcrank,49.28,6.19,16.61,115
15.23,Varus,46.7,4.61,1.01,116
15.23,Alistar,48.57,3.42,1.33,117
15.23,Shyvana,50.5,1.25,0.27,118
15.23,Pyke,48.8,6.51,16.82,119
15.23,Akshan,49.33,2.11,1.95,120
15.23,Ambessa,47.96,4.44,6.08,121
15.23,Hecarim,48.31,2.0,1.11,122
15.23,Udyr,50.01,1.59,0.87,123
15.23,Ornn,50.48,2.75,0.51,124
15.23,Hwei,49.44,3.26,2.18,125
15.23,Malzahar,52.23,7.62,14.96,126
15.23,Renata Glasc,50.43,1.2,0.21,127
15.23,Evelynn,49.98,2.28,2.13,128
15.23,Fizz,51.41,5.42,9.48,129
15.23,Rakan,49.2,3.38,0.38,130
15.23,Orianna,48.44,5.81,1.84,131
15.23,Rengar,45.59,3.57,3.44,132
15.23,Nocturne,50.27,4.93,7.38,133
15.23,Nautilus,49.17,9.35,11.99,134
15.23,Zoe,48.42,3.46,3.22,135
15.23,Aatrox,48.68,6.57,9.39,136
15.23,Pantheon,49.34,3.97,3.28,137
15.23,Naafiri,49.56,2.28,5.16,138
15.23,Braum,49.97,3.9,2.56,139
15.23,Lux,49.8,11.42,12.8,140
15.23,Lissandra,49.98,2.37,1.12,141
15.23,Kindred,48.57,2.63,1.38,142
15.23,Zed,48.71,6.11,22.32,143
15.23,Skarner,44.9,0.78,0.26,144
15.23,Taliyah,47.5,1.67,0.27,145
15.23,Jayce,47.82,2.94,2.03,146
15.23,Akali,49.71,7.85,11.46,147
15.23,Camille,47.79,2.09,0.7,148
15.23,Galio,49.3,4.1,2.27,149
15.23,Gwen,48.45,3.48,3.03,150
15.23,Cassiopeia,49.75,1.66,1.36,151
15.23,K'Sante,45.26,2.9,1.73,152
15.23,LeBlanc,49.1,4.6,16.84,153
15.23,Twisted Fate,49.22,2.84,0.4,154
15.23,Darius,48.97,8.23,17.88,155
15.23,Senna,49.21,4.11,0.8,156
15.23,Sejuani,49.06,1.62,0.23,157
15.23,Vi,48.6,3.07,0.7,158
15.23,Tahm Kench,49.53,2.95,2.43,159
15.23,Annie,49.81,1.35,0.55,160
15.23,Tryndamere,48.95,2.67,1.98,161
15.23,Gnar,49.15,2.49,0.67,162
15.23,Gangplank,48.7,2.48,1.23,163
15.23,Ryze,48.79,2.89,0.51,164
15.23,Viktor,49.82,5.03,1.91,165
15.23,Gragas,47.66,1.6,0.55,166
15.23,Yuumi,46.96,4.07,4.23,167
15.23,Nasus,49.59,3.45,3.18,168
15.23,Aurora,48.62,2.41,2.45,169
15.23,Yone,48.53,7.08,6.15,170
15.23,Azir,44.82,2.37,0.53,171
