patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,cluster,tier
15.14,246,Qiyana,1,0,0.0,2.439,0.0,4,D
15.14,497,Rakan,1,0,0.0,2.439,2.439,4,D
15.14,235,Senna,1,0,0.0,2.439,4.878,4,D
15.14,147,Seraphine,1,1,100.0,2.439,0.0,2,A
15.14,102,Shyvana,1,1,100.0,2.439,2.439,1,S
15.14,37,Sona,1,1,100.0,2.439,2.439,1,S
15.14,50,Swain,1,0,0.0,2.439,0.0,4,D
15.14,223,TahmKench,1,0,0.0,2.439,2.439,4,D
15.14,77,Udyr,1,0,0.0,2.439,4.878,4,D
15.14,161,Velkoz,1,1,100.0,2.439,2.439,1,S
15.14,5,XinZhao,1,1,100.0,2.439,0.0,2,A
15.14,221,Zeri,1,0,0.0,2.439,0.0,4,D
15.14,115,Ziggs,1,1,100.0,2.439,0.0,2,A
