patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate,cluster,tier
15.12,59,JarvanIV,3,2,66.67,7.895,0.0,0,B
15.12,10,Kayle,3,2,66.67,7.895,7.895,1,A
15.12,236,Lucian,3,1,33.33,7.895,13.158,1,A
15.12,62,MonkeyKing,3,1,33.33,7.895,0.0,0,B
15.12,950,Naafiri,3,2,66.67,7.895,7.895,1,A
15.12,75,Nasus,3,0,0.0,7.895,5.263,3,C
15.12,111,Nautilus,3,1,33.33,7.895,2.632,1,A
15.12,61,Orianna,3,1,33.33,7.895,0.0,0,B
15.12,516,Ornn,3,2,66.67,7.895,0.0,0,B
15.12,80,Pantheon,3,2,66.67,7.895,7.895,1,A
15.12,901,Smolder,3,3,100.0,7.895,5.263,2,S
15.12,412,Thresh,3,3,100.0,7.895,7.895,2,S
15.12,48,Trundle,3,2,66.67,7.895,5.263,1,A
15.12,29,Twitch,3,3,100.0,7.895,5.263,2,S
15.12,8,Vladimir,3,2,66.67,7.895,0.0,0,B
15.12,777,Yone,3,2,66.67,7.895,7.895,1,A
15.12,238,Zed,3,0,0.0,7.895,23.684,3,C
15.12,84,Akali,2,2,100.0,5.263,7.895,2,S
15.12,166,Akshan,2,2,100.0,5.263,7.895,2,S
15.12,136,AurelionSol,2,1,50.0,5.263,0.0,0,B
15.12,42,Corki,2,0,0.0,5.263,0.0,4,D
15.12,131,Diana,2,0,0.0,5.263,10.526,3,C
15.12,81,Ezreal,2,1,50.0,5.263,10.526,3,C
15.12,105,Fizz,2,1,50.0,5.263,18.421,3,C
15.12,74,Heimerdinger,2,2,100.0,5.263,7.895,2,S
15.12,420,Illaoi,2,1,50.0,5.263,13.158,3,C
15.12,24,Jax,2,1,50.0,5.263,5.263,3,C
15.12,203,Kindred,2,1,50.0,5.263,2.632,3,C
15.12,127,Lissandra,2,1,50.0,5.263,0.0,0,B
15.12,117,Lulu,2,1,50.0,5.263,7.895,3,C
15.12,90,Malzahar,2,0,0.0,5.263,10.526,3,C
15.12,56,Nocturne,2,2,100.0,5.263,15.789,2,S
15.12,33,Rammus,2,2,100.0,5.263,0.0,2,S
15.12,68,Rumble,2,0,0.0,5.263,0.0,4,D
15.12,360,Samira,2,0,0.0,5.263,2.632,3,C
15.12,98,Shen,2,1,50.0,5.263,2.632,3,C
15.12,14,Sion,2,1,50.0,5.263,5.263,3,C
15.12,91,Talon,2,1,50.0,5.263,13.158,3,C
15.12,77,Udyr,2,2,100.0,5.263,2.632,2,S
15.12,161,Velkoz,2,2,100.0,5.263,0.0,2,S
15.12,711,Vex,2,1,50.0,5.263,2.632,3,C
15.12,234,Viego,2,1,50.0,5.263,13.158,3,C
15.12,106,Volibear,2,1,50.0,5.263,7.895,3,C
15.12,498,Xayah,2,0,0.0,5.263,0.0,4,D
15.12,221,Zeri,2,1,50.0,5.263,2.632,3,C
15.12,143,Zyra,2,1,50.0,5.263,13.158,3,C
15.12,12,Alistar,1,0,0.0,2.632,0.0,4,D
15.12,799,Ambessa,1,1,100.0,2.632,2.632,2,S
15.12,34,Anivia,1,1,100.0,2.632,0.0,2,S
15.12,1,Annie,1,1,100.0,2.632,2.632,2,S
15.12,523,Aphelios,1,0,0.0,2.632,0.0,4,D
15.12,201,Braum,1,0,0.0,2.632,2.632,3,C
15.12,164,Camille,1,1,100.0,2.632,0.0,2,S
15.12,31,Chogath,1,0,0.0,2.632,5.263,3,C
15.12,119,Draven,1,0,0.0,2.632,10.526,3,C
15.12,245,Ekko,1,1,100.0,2.632,7.895,2,S
15.12,9,FiddleSticks,1,1,100.0,2.632,0.0,2,S
15.12,114,Fiora,1,1,100.0,2.632,5.263,2,S
15.12,3,Galio,1,0,0.0,2.632,0.0,4,D
15.12,41,Gangplank,1,0,0.0,2.632,0.0,4,D
15.12,86,Garen,1,0,0.0,2.632,2.632,3,C
15.12,79,Gragas,1,0,0.0,2.632,0.0,4,D
15.12,104,Graves,1,0,0.0,2.632,7.895,3,C
15.12,427,Ivern,1,0,0.0,2.632,0.0,4,D
15.12,126,Jayce,1,0,0.0,2.632,2.632,3,C
15.12,429,Kalista,1,0,0.0,2.632,0.0,4,D
15.12,43,Karma,1,1,100.0,2.632,0.0,2,S
15.12,30,Karthus,1,1,100.0,2.632,0.0,2,S
15.12,121,Khazix,1,0,0.0,2.632,5.263,3,C
15.12,96,KogMaw,1,0,0.0,2.632,5.263,3,C
15.12,57,Maokai,1,0,0.0,2.632,0.0,4,D
15.12,518,Neeko,1,0,0.0,2.632,0.0,4,D
15.12,76,Nidalee,1,0,0.0,2.632,0.0,4,D
15.12,895,Nilah,1,0,0.0,2.632,0.0,4,D
15.12,20,Nunu,1,0,0.0,2.632,0.0,4,D
15.12,526,Rell,1,1,100.0,2.632,2.632,2,S
15.12,58,Renekton,1,0,0.0,2.632,0.0,4,D
15.12,92,Riven,1,1,100.0,2.632,5.263,2,S
15.12,13,Ryze,1,0,0.0,2.632,2.632,3,C
15.12,113,Sejuani,1,0,0.0,2.632,0.0,4,D
15.12,35,Shaco,1,1,100.0,2.632,15.789,2,S
15.12,37,Sona,1,1,100.0,2.632,0.0,2,S
15.12,517,Sylas,1,0,0.0,2.632,5.263,3,C
15.12,134,Syndra,1,1,100.0,2.632,2.632,2,S
15.12,163,Taliyah,1,0,0.0,2.632,0.0,4,D
15.12,23,Tryndamere,1,1,100.0,2.632,2.632,2,S
15.12,112,Viktor,1,1,100.0,2.632,0.0,2,S
15.12,115,Ziggs,1,1,100.0,2.632,0.0,2,S
